identificador,columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,columna_35,columna_36,columna_37,columna_38,columna_39,columna_40,columna_41,columna_42,columna_43,columna_44,columna_45,columna_46,columna_47,columna_48,columna_49
6035,nombreA6035,apellidoA6035,46358,222.56,Activo,43010,21,70,23,20,62,41,93,41,96,18,18,39,67,68,58,44,85,38,2,77,6,13,85,13,55,83,46,90,12,73,89,98,45,98,23,7,73,58,25,83,28,53,91
6036,nombreA6036,apellidoA6036,46389,223.81,Activo,43011,63,86,28,32,50,78,43,42,3,72,55,73,43,24,70,85,94,20,80,24,36,40,28,83,87,33,47,68,56,92,71,39,72,97,50,62,19,48,77,0,56,92,35
6037,nombreA6037,apellidoA6037,46420,225.06,Activo,43012,70,43,33,69,64,29,13,62,43,66,36,79,73,9,72,29,69,8,46,48,91,74,52,19,57,35,57,23,70,35,72,37,65,26,93,54,14,84,82,84,90,7,69
6038,nombreA6038,apellidoA6038,46448,226.31,Activo,43013,29,19,21,13,86,14,88,57,74,2,39,11,33,49,82,9,72,28,74,29,98,50,51,95,12,57,20,2,55,29,21,51,50,41,61,99,61,28,20,80,31,94,42
6039,nombreA6039,apellidoA6039,46479,227.56,Activo,43014,78,29,59,94,76,13,68,34,92,6,80,93,84,28,30,92,42,3,44,78,43,31,33,98,78,48,63,62,95,66,21,81,6,12,70,53,25,56,70,6,40,42,3
6040,nombreA6040,apellidoA6040,46509,228.81,Activo,43015,71,74,29,99,55,60,86,25,79,68,23,28,87,11,30,72,36,60,43,87,45,7,61,16,21,58,0,13,35,51,55,83,7,92,31,77,36,17,53,14,94,11,12
6041,nombreA6041,apellidoA6041,46540,230.06,Activo,43016,29,66,32,97,73,24,62,35,74,79,98,65,74,37,82,95,4,66,58,9,35,66,3,95,67,95,4,63,46,1,70,3,96,92,30,20,87,55,23,79,57,22,48
6042,nombreA6042,apellidoA6042,46570,231.31,Activo,43017,93,77,79,14,68,50,41,34,18,59,84,83,58,52,30,70,4,67,37,21,64,85,92,98,4,85,23,0,39,60,8,71,32,57,8,95,46,70,19,84,34,5,7
6043,nombreA6043,apellidoA6043,46601,232.56,Activo,43018,30,77,53,89,83,16,4,88,20,36,36,65,27,10,54,31,38,51,4,96,99,90,41,63,82,12,71,83,35,40,29,78,1,98,46,97,60,85,76,19,72,86,54
6044,nombreA6044,apellidoA6044,46632,233.81,Activo,43019,84,28,34,72,91,3,39,28,75,96,45,26,45,77,92,81,44,36,97,17,74,84,52,75,57,92,98,46,70,63,65,41,39,47,43,83,6,57,88,2,24,16,16
6045,nombreA6045,apellidoA6045,46662,235.06,Activo,43020,39,95,64,70,11,2,91,98,5,41,80,11,28,44,27,80,12,67,34,66,81,13,29,48,9,90,38,31,25,14,41,29,10,98,49,13,88,72,5,78,88,52,49
6046,nombreA6046,apellidoA6046,46693,236.31,Activo,43021,6,70,78,54,46,83,20,58,92,45,74,24,98,0,35,16,94,82,14,70,33,86,36,52,82,55,1,83,19,35,79,77,82,95,62,51,93,81,62,32,27,55,37
6047,nombreA6047,apellidoA6047,46723,237.56,Activo,43022,29,49,84,27,53,75,44,29,0,79,87,70,13,55,51,59,46,13,63,63,11,32,26,13,72,13,8,1,7,11,41,90,69,94,97,98,3,39,64,23,29,70,50
6048,nombreA6048,apellidoA6048,46754,238.81,Activo,43023,23,9,90,72,68,80,64,16,73,2,21,20,84,4,25,30,91,7,13,67,77,70,18,36,59,74,54,36,5,66,70,77,99,86,89,87,73,38,85,69,74,51,74
6049,nombreA6049,apellidoA6049,43863,120.05,Activo,43024,38,66,92,92,40,33,49,95,57,51,31,85,27,17,72,35,74,3,10,29,38,99,4,37,1,96,8,67,16,54,89,29,63,53,48,54,62,37,92,3,71,75,74
6050,nombreA6050,apellidoA6050,43892,121.33,Activo,43025,92,40,58,33,8,49,57,67,56,36,9,65,12,59,21,46,25,99,57,10,48,19,95,67,10,49,70,77,64,69,27,30,15,19,49,27,43,59,62,5,27,8,25
6051,nombreA6051,apellidoA6051,43923,122.55,Activo,43026,94,54,87,36,65,47,61,31,87,57,51,4,41,85,67,90,1,7,86,67,13,17,24,80,18,84,38,29,24,68,64,93,90,22,13,41,16,62,38,50,32,44,7
6052,nombreA6052,apellidoA6052,43953,123.81,Activo,43027,89,22,0,90,81,36,33,22,99,25,72,97,13,7,48,17,91,14,44,23,56,68,58,30,76,6,82,29,33,82,26,54,54,23,95,86,5,46,64,79,92,94,46
6053,nombreA6053,apellidoA6053,43984,125.06,Activo,43028,34,75,28,76,16,63,46,1,58,47,34,85,5,97,40,78,11,58,24,88,23,59,20,63,64,92,47,14,36,86,11,45,21,98,94,62,62,54,1,95,18,53,36
6054,nombreA6054,apellidoA6054,44014,126.31,Activo,43029,5,67,26,2,38,31,22,38,49,27,97,0,94,61,84,99,39,17,93,44,62,66,40,75,31,12,48,22,69,74,70,6,53,29,39,31,64,59,46,57,18,90,37
6055,nombreA6055,apellidoA6055,44045,127.56,Activo,43030,93,97,12,0,47,77,6,94,39,80,63,20,61,99,79,70,18,72,27,36,14,97,8,47,90,19,90,76,31,11,52,50,8,78,51,62,78,79,32,33,7,9,79
6056,nombreA6056,apellidoA6056,44076,128.81,Activo,43031,28,64,76,72,30,30,7,50,68,88,34,87,15,31,1,40,23,60,14,80,95,44,26,53,64,55,32,76,59,86,74,71,74,12,10,67,65,37,83,14,32,82,90
6057,nombreA6057,apellidoA6057,44106,130.06,Activo,43032,65,4,9,95,10,26,66,75,35,15,92,17,50,87,36,70,12,23,87,0,25,65,12,45,13,86,99,56,74,38,49,20,89,33,39,31,53,46,91,33,9,88,62
6058,nombreA6058,apellidoA6058,44137,131.31,Activo,43033,80,12,96,23,81,86,22,74,50,10,15,41,98,73,13,94,39,42,11,65,68,38,7,65,49,37,82,9,8,56,1,18,2,28,83,18,82,17,47,89,7,80,88
6059,nombreA6059,apellidoA6059,44167,132.56,Activo,43034,14,68,17,45,55,98,11,72,90,66,97,19,35,39,15,18,11,8,6,31,54,84,41,11,58,49,62,15,15,61,85,57,17,53,84,77,9,98,44,35,67,58,20
6060,nombreA6060,apellidoA6060,44198,133.81,Activo,43035,26,96,22,96,29,57,13,26,32,46,94,45,43,51,66,16,83,21,2,18,57,68,51,11,44,87,82,22,47,88,67,9,37,91,62,16,7,76,45,60,35,57,18
6061,nombreA6061,apellidoA6061,44229,135.06,Activo,43036,91,74,28,77,89,79,99,85,78,86,53,72,85,85,11,20,63,3,55,9,47,66,74,38,8,75,20,1,38,94,81,25,27,92,41,54,11,50,11,90,11,89,89
6062,nombreA6062,apellidoA6062,44257,136.31,Activo,43037,35,32,8,6,12,47,95,97,1,40,86,8,71,76,85,10,85,12,18,2,97,18,27,57,68,93,96,98,58,53,57,97,37,72,79,0,79,48,64,98,73,24,59
6063,nombreA6063,apellidoA6063,44288,137.56,Activo,43038,58,10,75,88,94,47,55,4,38,91,90,22,48,56,49,83,22,47,23,66,44,98,99,15,83,40,57,11,32,33,34,25,62,82,16,4,31,30,59,2,82,12,90
6064,nombreA6064,apellidoA6064,44318,138.81,Activo,43039,7,51,82,79,97,20,83,84,45,66,46,32,18,40,30,3,45,47,69,87,8,91,33,96,49,36,3,75,12,28,21,93,99,63,7,15,96,37,81,0,57,18,73
6065,nombreA6065,apellidoA6065,44349,140.06,Activo,43040,36,67,76,5,30,34,62,55,1,37,14,10,62,6,55,52,76,89,43,76,44,54,64,76,40,66,12,18,80,97,66,71,17,79,44,54,55,99,49,34,20,10,27
6066,nombreA6066,apellidoA6066,44379,141.31,Activo,43041,92,74,25,85,53,63,21,91,76,90,43,39,40,80,28,45,34,1,41,24,99,33,24,25,96,34,93,23,15,13,9,32,5,0,28,97,56,76,45,36,8,65,70
6067,nombreA6067,apellidoA6067,44410,142.56,Activo,43042,55,67,32,68,14,92,6,77,62,61,7,76,54,21,12,97,67,84,12,54,80,40,91,14,55,3,23,64,64,77,67,87,70,39,66,16,27,95,14,99,19,88,51
6068,nombreA6068,apellidoA6068,44441,143.81,Activo,43043,49,67,97,7,97,32,19,21,59,74,17,9,78,55,73,69,51,58,52,84,42,42,39,19,98,90,13,82,78,47,94,26,6,52,45,34,13,20,5,26,39,71,92
6069,nombreA6069,apellidoA6069,44471,145.06,Activo,43044,44,72,22,18,60,33,61,52,2,4,72,13,55,6,73,20,43,99,13,56,53,57,18,70,43,66,47,81,90,6,90,87,6,36,48,82,37,23,18,89,79,8,88
6070,nombreA6070,apellidoA6070,44502,146.31,Activo,43045,13,77,22,41,52,2,30,78,89,73,2,8,89,32,70,70,66,23,35,3,45,13,83,54,36,39,32,58,89,76,18,8,44,58,48,63,66,21,6,78,90,77,5
6071,nombreA6071,apellidoA6071,44532,147.56,Activo,43046,16,79,86,97,35,25,70,35,16,90,37,62,76,27,69,99,83,93,79,8,45,24,5,58,81,42,16,19,83,65,92,1,22,46,45,59,20,78,18,39,97,57,23
6072,nombreA6072,apellidoA6072,44563,148.81,Activo,43047,50,59,69,24,68,14,36,23,85,19,16,2,12,6,26,21,52,43,90,90,88,41,99,16,60,76,49,15,6,24,7,45,93,74,40,87,45,84,71,25,73,9,65
6073,nombreA6073,apellidoA6073,44594,150.06,Activo,43048,14,51,62,5,16,28,33,18,11,79,62,2,97,16,28,33,69,94,58,3,62,63,88,7,94,87,48,37,65,45,1,66,24,35,34,51,26,63,69,32,73,41,40
6074,nombreA6074,apellidoA6074,44622,151.31,Activo,43049,84,16,43,82,4,2,8,72,22,81,69,96,0,70,28,56,54,30,48,46,77,97,73,17,22,85,10,72,91,6,81,51,29,6,64,65,56,4,11,34,38,75,33
6075,nombreA6075,apellidoA6075,44653,152.56,Activo,43050,66,56,90,42,45,51,91,24,73,24,30,14,4,19,8,50,70,61,92,75,21,73,26,68,76,9,34,59,81,21,18,75,54,98,56,22,72,53,21,88,40,69,5
6076,nombreA6076,apellidoA6076,44683,153.81,Activo,43051,73,4,71,93,50,16,59,4,6,1,88,52,14,61,2,93,48,9,95,9,80,7,67,16,36,49,31,68,55,2,91,9,92,26,80,66,47,25,35,43,99,1,19
6077,nombreA6077,apellidoA6077,44714,155.06,Activo,43052,8,37,12,36,53,86,93,59,43,64,71,36,44,51,61,88,65,13,10,7,72,68,91,95,62,77,64,86,82,37,7,36,89,34,74,79,15,82,78,34,20,4,6
6078,nombreA6078,apellidoA6078,44744,156.31,Activo,43053,11,20,47,98,76,2,9,72,5,48,68,87,71,5,66,76,94,12,67,85,44,78,79,31,60,50,11,19,3,74,33,75,20,16,55,45,40,19,72,68,95,11,92
6079,nombreA6079,apellidoA6079,44775,157.56,Activo,43054,75,76,59,68,32,9,70,37,46,24,56,82,62,95,40,75,95,8,11,45,16,75,58,11,48,75,80,47,71,82,76,98,93,48,67,30,97,68,94,41,23,17,72
6080,nombreA6080,apellidoA6080,44806,158.81,Activo,43055,65,12,38,60,87,51,58,97,60,53,4,10,29,6,98,10,39,53,96,52,2,10,67,15,24,24,42,82,13,93,69,89,10,86,0,83,66,40,22,33,12,69,91
6081,nombreA6081,apellidoA6081,44836,160.06,Activo,43056,13,75,41,7,41,82,2,22,3,64,66,67,40,80,58,47,2,68,11,60,63,65,35,79,62,19,98,9,86,71,54,71,91,31,34,56,13,19,59,41,31,1,95
6082,nombreA6082,apellidoA6082,44867,161.31,Activo,43057,16,88,99,7,78,54,87,53,78,18,72,61,56,58,11,51,74,8,48,51,21,64,24,70,34,39,33,18,69,34,9,16,64,58,78,42,89,73,28,42,9,34,69
6083,nombreA6083,apellidoA6083,44897,162.56,Activo,43058,30,24,80,3,3,61,64,98,30,18,83,45,30,53,15,48,26,65,31,38,64,60,28,84,51,60,53,82,57,39,62,41,6,11,62,87,49,21,20,57,29,67,74
6084,nombreA6084,apellidoA6084,44928,163.81,Activo,43059,5,94,46,21,71,1,49,4,97,82,52,58,10,3,1,51,52,29,22,77,47,84,50,95,24,14,27,70,23,6,96,66,43,70,32,55,30,75,42,50,56,79,60
6085,nombreA6085,apellidoA6085,44959,165.06,Activo,43060,4,59,48,23,35,88,88,67,99,90,89,36,22,3,36,95,93,3,2,19,13,26,88,16,49,16,13,9,96,0,52,99,55,1,53,79,86,54,32,64,8,89,23
6086,nombreA6086,apellidoA6086,44987,166.31,Activo,43061,41,70,50,74,39,78,55,87,70,67,16,67,85,70,94,29,68,4,87,91,32,58,30,56,91,87,85,66,36,47,14,19,87,18,23,29,68,63,80,26,27,31,12
6087,nombreA6087,apellidoA6087,45018,167.56,Activo,43062,36,55,42,56,97,30,59,46,60,43,68,85,73,59,31,40,67,85,45,33,94,16,67,62,77,7,46,94,9,63,6,50,76,37,67,46,35,19,19,83,13,47,87
6088,nombreA6088,apellidoA6088,45048,168.81,Activo,43063,59,53,32,89,9,15,41,80,52,82,86,28,32,46,3,72,93,89,82,69,86,26,71,75,38,17,82,11,77,93,50,42,96,45,22,63,61,61,0,24,68,65,13
6089,nombreA6089,apellidoA6089,45079,170.06,Activo,43064,52,59,50,70,81,58,96,64,6,95,97,46,85,6,14,19,97,20,41,27,13,49,12,7,62,86,41,58,47,6,65,15,72,21,46,68,49,28,31,77,48,81,85
6090,nombreA6090,apellidoA6090,45109,171.31,Activo,43065,19,54,6,10,50,54,7,19,16,70,41,32,69,68,42,18,22,82,22,31,56,61,36,53,51,46,61,14,12,34,54,48,2,0,92,66,64,88,21,37,3,40,19
6091,nombreA6091,apellidoA6091,45140,172.56,Activo,43066,42,94,72,37,67,44,7,82,44,5,1,70,64,46,78,15,93,72,51,10,16,78,78,17,21,24,57,94,90,4,47,34,47,53,50,99,70,52,38,11,82,67,72
6092,nombreA6092,apellidoA6092,45171,173.81,Activo,43067,20,41,44,90,54,13,4,45,52,6,26,52,58,88,31,87,29,3,49,67,21,55,20,23,83,92,83,99,67,38,54,49,96,72,97,1,64,19,34,72,58,51,33
6093,nombreA6093,apellidoA6093,45201,175.06,Activo,43068,7,89,24,71,65,14,63,80,89,49,61,15,13,30,65,74,7,93,1,79,6,28,65,29,61,8,96,65,77,56,30,42,81,68,67,79,7,31,83,14,2,69,3
6094,nombreA6094,apellidoA6094,45232,176.31,Activo,43069,11,29,97,86,56,45,25,74,34,82,82,47,43,86,66,13,9,79,50,57,93,58,55,86,31,12,69,62,95,73,37,11,0,1,49,36,62,14,0,39,42,69,50
6095,nombreA6095,apellidoA6095,45262,177.56,Activo,43070,68,69,26,32,25,27,57,76,56,34,96,28,70,53,82,56,59,4,78,34,66,62,60,28,43,95,32,22,8,93,37,7,93,49,59,25,61,96,81,75,89,44,86
6096,nombreA6096,apellidoA6096,45293,178.81,Activo,43071,65,35,40,57,71,5,14,62,76,3,63,79,41,59,58,29,76,52,84,23,23,31,77,1,7,84,14,53,24,61,37,12,26,52,12,38,99,23,13,59,48,73,99
6097,nombreA6097,apellidoA6097,45324,180.06,Activo,43072,15,15,7,90,22,96,52,99,75,92,1,93,31,7,53,6,14,93,89,92,97,13,85,48,97,18,33,83,8,77,36,85,7,22,83,50,12,5,35,88,33,97,82
6098,nombreA6098,apellidoA6098,45353,181.31,Activo,43073,7,54,93,65,13,77,48,42,34,38,81,85,3,1,87,99,98,7,94,47,71,17,6,17,89,82,13,89,94,27,25,74,92,19,60,62,93,93,28,30,43,86,21
6099,nombreA6099,apellidoA6099,45384,182.56,Activo,43074,98,54,14,4,28,45,89,71,45,8,6,50,9,75,46,20,66,1,82,96,44,15,59,30,84,9,25,89,91,82,70,65,47,65,74,29,66,50,34,1,38,71,68
6100,nombreA6100,apellidoA6100,45414,183.81,Activo,43075,57,96,12,11,48,17,0,68,38,11,78,34,84,5,24,68,36,39,15,24,13,59,93,3,70,10,53,74,96,34,52,88,16,74,69,12,98,22,71,93,43,30,36
6101,nombreA6101,apellidoA6101,45445,185.06,Activo,43076,38,21,99,50,66,49,45,23,98,54,8,97,94,74,96,66,80,21,52,20,19,2,39,17,76,46,20,50,33,58,2,29,6,79,62,10,12,42,81,58,37,83,15
6102,nombreA6102,apellidoA6102,45475,186.31,Activo,43077,14,48,16,77,16,36,69,88,25,20,91,55,14,68,32,84,11,79,61,44,2,0,59,93,59,19,51,3,27,89,51,22,54,17,5,68,88,75,89,78,90,42,78
6103,nombreA6103,apellidoA6103,45506,187.56,Activo,43078,46,11,16,79,81,2,21,62,25,25,2,26,26,26,99,42,18,93,75,44,83,70,14,32,64,10,49,40,11,18,47,36,71,61,81,33,57,77,84,1,42,3,11
6104,nombreA6104,apellidoA6104,45537,188.81,Activo,43079,8,53,91,67,49,17,64,97,38,78,73,76,27,10,0,16,75,91,49,99,18,7,62,16,33,58,24,75,84,30,68,75,33,23,25,83,63,84,62,13,19,44,33
6105,nombreA6105,apellidoA6105,45567,190.06,Activo,43080,57,57,69,64,49,27,76,34,11,18,46,96,79,53,82,33,9,83,10,35,60,46,9,32,58,20,30,0,60,87,26,22,73,95,97,10,42,63,88,7,62,4,43
6106,nombreA6106,apellidoA6106,45598,191.31,Activo,43081,47,66,55,10,80,61,49,40,72,88,66,35,53,90,83,48,77,32,48,57,13,23,25,65,6,89,28,4,78,61,53,39,3,7,93,66,18,5,28,82,38,81,48
6107,nombreA6107,apellidoA6107,45628,192.56,Activo,43082,5,43,26,0,51,63,81,75,58,19,20,87,31,5,24,14,18,30,29,86,28,68,58,44,29,14,78,2,71,67,84,16,93,36,44,71,66,36,28,65,15,16,76
6108,nombreA6108,apellidoA6108,45659,193.81,Activo,43083,51,90,96,19,88,22,4,85,58,54,52,61,76,35,67,86,5,37,58,7,67,42,45,38,41,19,94,51,96,99,12,45,74,27,71,2,81,71,47,24,62,43,10
6109,nombreA6109,apellidoA6109,45690,195.06,Activo,43084,3,97,94,90,86,74,94,86,64,98,47,7,29,69,60,88,64,23,69,70,10,82,60,81,77,29,28,87,25,63,74,2,90,73,36,39,98,21,97,2,59,62,70
6110,nombreA6110,apellidoA6110,45718,196.31,Activo,43085,61,94,78,90,24,17,76,97,51,74,16,50,15,75,64,83,48,37,52,34,11,93,64,17,11,29,50,80,0,77,34,24,7,55,94,3,40,58,45,55,83,81,87
6111,nombreA6111,apellidoA6111,45749,197.56,Activo,43086,26,68,33,3,74,60,51,74,13,45,98,71,8,41,78,83,68,26,1,97,5,74,0,69,49,99,2,13,15,72,17,79,23,95,64,52,71,63,57,41,76,66,74
6112,nombreA6112,apellidoA6112,45779,198.81,Activo,43087,90,99,29,35,4,73,64,12,29,90,51,37,94,77,67,14,6,19,39,11,17,33,74,89,56,20,71,66,87,74,23,58,27,7,66,50,79,75,49,38,15,36,88
6113,nombreA6113,apellidoA6113,45810,200.06,Activo,43088,80,80,90,2,47,92,73,33,61,84,68,2,14,87,12,79,31,83,6,60,45,50,36,76,83,78,44,25,60,45,82,13,85,38,29,51,38,67,16,52,34,71,84
6114,nombreA6114,apellidoA6114,45840,201.31,Activo,43089,93,77,58,32,94,14,96,93,44,15,42,77,88,44,56,14,86,27,69,2,18,8,58,26,82,28,21,24,14,50,94,33,93,77,38,34,21,79,45,34,22,98,19
6115,nombreA6115,apellidoA6115,45871,202.56,Activo,43090,65,37,96,49,13,6,41,58,3,38,0,75,19,93,1,9,6,48,19,39,25,0,67,91,57,74,43,51,43,44,95,87,56,87,71,53,42,93,45,82,7,55,32
6116,nombreA6116,apellidoA6116,45902,203.81,Activo,43091,83,64,88,38,47,78,12,66,67,41,1,6,55,15,52,41,33,61,67,90,75,14,93,7,47,47,21,67,24,48,50,67,7,1,36,98,62,57,45,41,14,37,91
6117,nombreA6117,apellidoA6117,45932,205.06,Activo,43092,63,17,39,56,11,63,84,6,33,99,10,79,61,96,15,48,80,38,34,52,73,88,42,82,94,21,61,98,31,19,1,80,60,69,84,80,48,27,41,30,75,12,59
6118,nombreA6118,apellidoA6118,45963,206.31,Activo,43093,37,97,59,91,36,3,34,19,37,22,26,0,91,37,29,51,18,72,61,99,3,39,55,97,11,33,61,1,52,47,50,1,69,93,95,50,38,58,8,74,42,17,67
6119,nombreA6119,apellidoA6119,45993,207.56,Activo,43094,72,58,74,1,1,57,68,84,57,74,99,51,52,94,65,61,26,33,70,41,93,74,5,97,46,70,96,57,94,43,5,97,42,29,20,96,35,76,56,67,55,81,91
6120,nombreA6120,apellidoA6120,46024,208.81,Activo,43095,81,25,71,15,22,10,10,91,15,51,83,99,88,27,89,97,34,90,47,66,57,49,44,79,52,42,98,53,63,36,64,20,68,55,20,73,11,59,34,86,50,88,20
6121,nombreA6121,apellidoA6121,46055,210.06,Activo,43096,0,12,46,80,62,32,76,89,63,69,77,31,13,91,41,34,55,68,65,21,11,58,62,74,45,24,28,65,1,2,43,95,99,97,94,92,47,14,2,31,11,98,58
6122,nombreA6122,apellidoA6122,46083,211.31,Activo,43097,30,13,87,8,8,30,11,79,46,32,12,20,66,22,44,19,71,16,31,30,37,26,93,86,97,22,34,98,66,57,91,69,19,25,15,64,53,60,47,11,50,30,55
6123,nombreA6123,apellidoA6123,46114,212.56,Activo,43098,51,50,9,63,4,41,63,8,55,97,58,88,8,89,83,98,27,8,54,85,31,93,92,9,87,95,62,48,92,6,80,98,90,77,48,90,97,80,28,55,34,64,87
6124,nombreA6124,apellidoA6124,46144,213.81,Activo,43099,89,37,33,44,1,27,25,0,8,13,41,15,1,21,52,80,24,32,28,32,17,33,16,36,51,61,37,22,36,88,55,37,22,45,87,5,48,31,27,43,65,85,95
6125,nombreA6125,apellidoA6125,46175,215.06,Activo,43100,10,99,57,0,2,20,44,71,66,46,77,31,42,67,67,54,71,22,0,52,32,59,72,94,15,73,1,77,2,28,96,95,23,42,40,23,59,17,1,24,87,81,28
6126,nombreA6126,apellidoA6126,46205,216.31,Activo,43101,79,33,13,32,15,91,65,21,34,90,37,49,51,91,22,85,46,24,70,0,59,9,54,38,21,70,60,49,88,18,39,78,86,47,53,15,12,55,77,37,79,0,28
6127,nombreA6127,apellidoA6127,46236,217.56,Activo,43102,92,60,73,81,63,41,47,81,96,81,43,95,43,96,66,33,82,85,27,94,14,41,25,20,4,83,18,53,10,65,21,74,13,21,86,26,75,83,62,83,56,59,86
6128,nombreA6128,apellidoA6128,46267,218.81,Activo,43103,53,41,11,20,66,91,18,24,56,21,77,72,21,96,80,26,53,7,77,82,17,3,33,89,84,17,42,94,97,66,24,80,73,86,61,27,86,86,10,51,5,95,8
6129,nombreA6129,apellidoA6129,46297,220.06,Activo,43104,42,77,30,29,74,13,53,89,30,93,37,1,31,64,63,23,79,37,41,10,68,25,88,37,42,12,54,52,98,78,74,17,33,89,40,67,34,89,24,35,57,48,91
6130,nombreA6130,apellidoA6130,46328,221.31,Activo,43105,60,86,14,63,54,22,68,18,52,61,15,26,37,0,93,39,87,39,1,67,76,50,71,44,23,69,68,34,50,90,72,61,42,91,18,43,80,69,27,45,43,63,10
6131,nombreA6131,apellidoA6131,46358,222.56,Activo,43106,49,86,43,56,15,16,18,65,11,28,41,47,23,29,48,66,8,4,83,77,73,93,63,80,46,3,39,3,2,60,74,0,99,3,71,34,7,7,80,36,6,0,17
6132,nombreA6132,apellidoA6132,46389,223.81,Activo,43107,1,64,50,49,79,26,81,68,18,78,92,83,26,80,20,40,34,50,53,63,42,73,97,57,80,43,4,13,81,3,44,91,8,37,56,92,63,98,0,32,49,76,97
6133,nombreA6133,apellidoA6133,46420,225.06,Activo,43108,24,8,64,4,93,6,43,28,85,95,82,55,62,33,49,87,52,39,62,76,62,14,82,64,82,0,96,14,17,40,24,99,8,13,88,44,91,51,85,79,34,15,22
6134,nombreA6134,apellidoA6134,46448,226.31,Activo,43109,25,62,0,42,10,40,90,42,40,18,29,97,46,43,36,82,93,33,84,27,11,51,50,47,28,43,3,51,91,59,34,14,30,19,78,46,98,81,29,72,12,99,30
6135,nombreA6135,apellidoA6135,46479,227.56,Activo,43110,63,80,33,50,49,41,93,60,71,23,92,92,61,38,87,15,52,51,85,51,30,15,58,74,1,31,43,35,39,6,1,90,10,83,43,72,33,54,49,60,6,65,90
6136,nombreA6136,apellidoA6136,46509,228.81,Activo,43111,35,24,40,32,3,34,88,73,22,26,80,5,32,79,48,85,76,61,70,64,70,4,56,66,44,69,38,15,55,51,18,24,90,11,77,69,72,41,43,9,79,64,68
6137,nombreA6137,apellidoA6137,46540,230.06,Activo,43112,95,15,8,99,51,30,39,96,16,34,29,29,53,66,47,59,77,0,30,42,88,24,26,43,71,85,44,99,91,20,18,96,60,37,3,46,43,50,29,11,56,56,15
6138,nombreA6138,apellidoA6138,46570,231.31,Activo,43113,28,37,13,65,70,84,38,9,91,68,26,19,75,53,15,60,74,40,83,70,48,82,82,26,60,80,74,23,27,11,22,46,75,99,16,57,34,82,99,45,52,18,1
6139,nombreA6139,apellidoA6139,46601,232.56,Activo,43114,73,65,62,20,23,4,21,63,50,47,75,37,62,28,25,27,21,19,33,83,66,55,42,56,35,27,14,12,8,62,72,68,71,50,89,12,8,5,44,67,72,94,19
6140,nombreA6140,apellidoA6140,46632,233.81,Activo,43115,30,95,3,89,51,67,42,13,38,13,81,47,81,34,94,95,81,19,10,99,4,59,26,98,79,64,60,38,70,10,63,76,69,91,58,92,69,23,13,89,42,78,61
6141,nombreA6141,apellidoA6141,46662,235.06,Activo,43116,36,87,36,91,77,42,83,20,30,97,9,6,79,36,53,30,85,20,72,82,65,94,30,58,66,6,23,75,87,18,93,6,18,40,1,66,48,23,33,47,96,87,4
6142,nombreA6142,apellidoA6142,46693,236.31,Activo,43117,32,5,82,27,25,45,41,6,79,71,85,21,72,77,19,7,24,47,30,10,72,54,52,36,86,37,89,12,12,54,54,39,1,0,18,94,98,94,91,64,98,32,80
6143,nombreA6143,apellidoA6143,46723,237.56,Activo,43118,83,36,24,12,30,94,82,87,39,49,89,84,8,70,11,62,52,37,55,76,38,26,31,7,91,60,91,96,94,28,25,64,44,7,35,21,20,15,39,77,54,10,29
6144,nombreA6144,apellidoA6144,46754,238.81,Activo,43119,29,80,90,10,47,54,1,19,20,25,94,34,33,73,65,15,97,36,11,60,94,60,46,16,60,38,93,83,87,1,77,46,59,29,21,33,52,38,11,45,63,57,44
6145,nombreA6145,apellidoA6145,43863,120.05,Activo,43120,6,93,95,59,3,29,99,89,58,81,99,88,89,85,76,78,26,9,27,55,31,64,54,20,95,95,82,8,42,96,96,38,62,6,10,40,78,9,7,7,56,39,60
6146,nombreA6146,apellidoA6146,43892,121.33,Activo,43121,59,30,94,93,94,77,90,16,37,38,33,59,77,13,23,6,90,89,97,54,58,3,87,7,91,98,80,4,35,77,95,14,76,39,91,41,67,53,75,69,1,16,44
6147,nombreA6147,apellidoA6147,43923,122.55,Activo,43122,94,68,81,31,93,39,4,25,26,71,41,68,67,92,28,96,92,56,17,59,28,56,3,51,62,57,36,23,0,93,28,53,24,54,86,32,16,46,81,58,1,17,55
6148,nombreA6148,apellidoA6148,43953,123.81,Activo,43123,29,47,30,60,20,5,62,92,89,49,75,29,78,14,68,85,79,39,31,52,32,53,73,49,86,81,94,49,77,85,3,72,83,86,48,17,50,37,18,33,21,24,32
6149,nombreA6149,apellidoA6149,43984,125.06,Activo,43124,90,77,12,54,40,77,37,96,98,64,32,9,31,50,53,37,2,15,82,35,78,41,7,50,58,56,58,41,33,69,48,70,36,82,70,63,50,32,10,72,39,83,5
6150,nombreA6150,apellidoA6150,44014,126.31,Activo,43125,19,76,6,23,39,50,6,21,84,15,79,35,97,16,32,32,28,59,12,46,67,94,60,76,77,31,7,52,46,15,26,49,36,27,57,92,37,35,0,15,1,76,31
