identificador,columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,columna_35,columna_36,columna_37,columna_38,columna_39,columna_40,columna_41,columna_42,columna_43,columna_44,columna_45,columna_46,columna_47,columna_48,columna_49
597,nombreA21,apellidoA21,44471,145.06,Activo,43332,18,11,42,86,54,94,25,12,57,96,9,49,68,8,3,27,65,56,63,88,82,26,63,43,26,58,97,81,25,53,56,10,93,7,49,86,89,37,28,32,17,55,86
598,nombreA22,apellidoA22,44502,146.31,Activo,43333,7,85,87,42,47,59,53,84,29,34,50,6,71,35,81,7,83,49,12,82,11,79,1,90,25,80,30,11,16,23,4,35,86,67,72,91,65,57,52,90,47,13,71
599,nombreA23,apellidoA23,44532,147.56,Activo,43334,14,26,83,8,76,14,97,68,5,98,60,16,25,90,42,0,23,71,37,53,43,85,26,49,93,70,5,94,14,71,16,90,59,12,30,97,32,54,52,48,44,99,38
600,nombreA24,apellidoA24,44563,148.81,Activo,43335,33,54,82,64,88,18,29,21,61,62,6,29,8,96,26,82,60,59,87,15,38,51,94,81,85,92,32,59,43,20,88,74,80,14,50,30,67,27,63,31,69,65,64
601,nombreA25,apellidoA25,44594,150.06,Activo,43336,91,69,85,72,88,98,62,98,17,89,25,60,26,98,88,62,55,28,41,90,74,97,5,84,50,17,22,51,39,53,39,16,14,97,63,66,72,36,79,37,11,7,72
602,nombreA26,apellidoA26,44622,151.31,Activo,43337,53,13,50,95,56,36,88,81,39,16,19,40,25,26,29,72,34,91,81,39,94,80,78,26,81,46,73,53,54,97,26,16,23,35,45,67,23,70,63,74,17,68,28
603,nombreA27,apellidoA27,44653,152.56,Activo,43338,26,18,1,79,0,44,70,49,90,28,33,80,87,51,11,58,52,15,3,67,51,20,72,91,71,47,70,98,22,25,58,39,62,63,76,12,27,8,90,44,82,78,56
604,nombreA28,apellidoA28,44683,153.81,Activo,43339,50,28,83,65,60,43,11,29,83,26,7,39,69,12,33,3,91,27,15,56,24,25,48,47,79,92,73,55,36,74,71,60,78,48,65,36,85,62,32,52,47,16,13
605,nombreA29,apellidoA29,44714,155.06,Activo,43340,81,71,61,72,50,1,16,7,76,21,43,29,13,69,42,38,69,87,85,55,32,12,37,95,90,8,27,93,5,59,78,61,79,38,70,58,40,40,81,43,87,5,88
606,nombreA30,apellidoA30,44744,156.31,Activo,43341,44,67,70,18,49,12,70,59,79,52,98,20,91,5,92,36,16,98,34,7,87,78,47,52,3,23,9,38,92,14,46,86,75,69,14,36,18,6,9,30,98,78,38
607,nombreA31,apellidoA31,44775,157.56,Activo,43342,27,68,8,78,85,93,86,78,38,87,26,4,1,21,68,78,2,0,17,35,7,85,14,82,98,95,56,84,6,73,39,20,42,3,4,15,17,72,49,69,88,90,77
608,nombreA32,apellidoA32,44806,158.81,Activo,43343,35,97,81,40,33,69,6,73,81,21,66,51,46,61,32,82,98,11,70,14,10,45,47,42,68,78,82,82,38,0,15,17,7,61,8,95,98,85,36,47,79,32,28
609,nombreA33,apellidoA33,44836,160.06,Activo,43344,19,63,53,15,79,70,82,65,12,1,51,86,97,71,47,43,70,48,97,73,80,41,20,83,19,16,84,82,73,27,19,67,21,81,24,46,20,34,29,4,12,92,0
610,nombreA34,apellidoA34,44867,161.31,Activo,43345,24,80,66,25,51,28,37,1,53,18,42,78,31,13,25,20,90,93,69,5,32,27,75,38,32,89,70,42,42,86,7,43,26,8,0,29,0,47,49,58,61,1,67
611,nombreA35,apellidoA35,44897,162.56,Activo,43346,50,14,2,47,61,57,10,73,47,2,36,95,12,77,13,20,7,49,94,80,51,7,69,79,82,10,86,10,87,80,3,60,19,67,52,39,70,5,0,49,95,4,65
612,nombreA36,apellidoA36,44928,163.81,Activo,43347,73,76,25,90,30,52,97,63,78,18,70,55,51,42,61,24,22,9,44,40,83,5,60,94,44,24,37,9,65,51,98,54,45,89,61,25,84,49,81,23,91,21,8
613,nombreA37,apellidoA37,44959,165.06,Activo,43348,95,42,6,62,32,32,69,94,34,24,19,98,89,17,87,15,37,15,62,10,77,98,27,73,71,92,52,20,4,51,87,21,71,65,37,17,26,23,91,53,95,37,58
614,nombreA38,apellidoA38,44987,166.31,Activo,43349,18,58,75,15,83,91,74,90,50,46,17,85,71,57,37,14,20,22,91,33,20,71,26,84,21,85,81,22,89,62,53,6,48,48,41,4,70,99,94,65,9,5,37
615,nombreA39,apellidoA39,45018,167.56,Activo,43350,27,25,45,35,11,39,7,17,3,62,41,64,71,24,50,14,23,39,33,78,36,11,66,44,68,59,62,45,62,37,19,72,41,22,6,23,38,92,55,76,75,43,95
616,nombreA40,apellidoA40,45048,168.81,Activo,43351,49,2,31,83,62,24,32,21,22,72,1,10,91,61,40,28,90,90,88,33,8,66,29,75,68,78,57,42,21,77,29,16,11,46,99,75,74,39,6,9,80,65,51
617,nombreA41,apellidoA41,45079,170.06,Activo,43352,57,62,13,38,19,85,43,76,89,21,11,54,92,59,52,22,94,43,36,36,77,33,35,36,46,16,82,3,28,77,6,76,58,84,35,95,70,78,5,33,41,43,18
618,nombreA42,apellidoA42,45109,171.31,Activo,43353,91,68,86,10,76,88,54,73,32,22,99,66,46,27,66,58,82,15,50,0,27,50,41,34,39,67,93,14,61,73,83,73,10,96,18,75,88,55,40,32,28,43,15
619,nombreA43,apellidoA43,45140,172.56,Activo,43354,97,11,15,60,3,0,91,14,86,48,93,33,80,17,12,73,66,87,35,21,5,85,89,75,55,29,23,1,43,95,45,3,20,91,87,29,93,32,87,18,52,70,17
620,nombreA44,apellidoA44,45171,173.81,Activo,43355,93,93,53,34,20,65,92,13,64,15,15,51,34,20,97,48,81,41,6,18,36,74,68,40,9,41,93,99,92,0,67,85,29,53,29,31,14,3,65,76,64,4,56
621,nombreA45,apellidoA45,45201,175.06,Activo,43356,66,13,95,3,38,21,76,35,66,44,38,66,47,7,71,30,57,7,97,30,61,37,91,49,10,21,78,6,98,47,69,77,70,63,23,97,16,83,16,52,4,30,60
622,nombreA46,apellidoA46,45232,176.31,Activo,43357,92,68,99,69,2,10,53,28,80,88,88,8,50,85,79,19,62,81,95,5,31,10,50,43,39,78,43,63,25,34,84,49,99,94,22,10,84,40,1,79,66,28,51
623,nombreA47,apellidoA47,45262,177.56,Activo,43358,53,73,88,84,56,81,43,22,67,44,87,36,69,12,0,23,76,89,70,35,74,67,78,0,74,63,43,80,17,30,10,98,15,43,77,16,83,18,66,55,92,64,71
624,nombreA48,apellidoA48,45293,178.81,Activo,43359,43,10,3,9,91,24,70,75,30,56,41,16,4,1,44,1,4,3,21,57,33,60,73,15,94,32,42,77,81,50,41,16,34,34,40,1,39,8,17,14,56,7,26
625,nombreA49,apellidoA49,45324,180.06,Activo,43360,5,20,20,46,61,39,8,91,87,22,75,80,24,98,76,97,64,39,18,18,38,51,3,69,2,22,75,90,36,58,42,37,4,98,44,99,96,2,28,89,22,38,23
626,nombreA50,apellidoA50,45353,181.31,Activo,43361,20,94,83,31,9,39,28,32,60,25,66,67,33,34,77,40,46,91,94,9,52,11,60,53,44,13,93,60,69,38,50,73,86,50,19,98,47,86,61,0,10,7,73
627,nombreA51,apellidoA51,45384,182.56,Activo,43362,64,42,71,94,99,70,76,77,47,91,41,84,79,3,38,26,68,95,29,33,95,6,95,56,3,1,29,91,80,98,27,30,80,65,93,64,29,52,60,25,25,88,14
628,nombreA52,apellidoA52,45414,183.81,Activo,43363,54,21,21,98,16,77,72,54,2,67,79,2,73,84,62,93,3,65,82,0,32,70,34,46,39,28,49,77,2,90,43,89,96,56,12,87,10,4,21,64,77,26,54
629,nombreA53,apellidoA53,45445,185.06,Activo,43364,31,5,60,22,32,14,77,31,87,77,59,37,74,9,11,94,44,77,32,46,53,49,70,32,42,40,96,93,91,9,2,48,96,72,10,83,10,45,0,43,30,76,82
630,nombreA54,apellidoA54,45475,186.31,Activo,43365,20,68,24,2,74,75,13,31,48,93,90,74,48,80,16,32,19,65,57,63,57,78,13,10,75,2,72,84,66,17,49,29,66,12,62,46,27,5,51,54,24,49,86
631,nombreA55,apellidoA55,45506,187.56,Activo,43366,63,79,54,39,38,93,71,62,16,88,75,16,10,70,52,12,9,24,45,93,17,10,73,23,3,97,20,99,62,57,0,30,54,43,36,39,38,93,85,81,24,42,69
632,nombreA56,apellidoA56,45537,188.81,Activo,43367,36,75,94,72,85,73,12,41,44,81,38,14,83,18,52,76,71,60,54,45,52,88,25,94,18,54,25,17,50,95,90,59,72,2,44,72,68,54,67,59,91,82,66
633,nombreA57,apellidoA57,45567,190.06,Activo,43368,49,41,75,21,17,92,85,94,91,39,53,73,63,36,5,95,52,26,27,20,39,25,30,3,24,45,94,29,87,62,0,36,96,11,89,7,55,32,71,86,31,82,83
634,nombreA58,apellidoA58,45598,191.31,Activo,43369,99,68,53,0,32,85,86,73,85,33,22,32,81,46,37,46,10,67,40,48,51,89,80,72,10,13,79,2,71,89,31,52,30,39,33,90,50,67,2,86,22,52,16
635,nombreA59,apellidoA59,45628,192.56,Activo,43370,85,76,7,2,69,7,84,2,0,88,69,60,58,3,87,70,47,77,21,72,36,75,77,34,9,56,44,49,9,26,71,86,32,10,44,91,57,67,43,13,70,43,93
636,nombreA60,apellidoA60,45659,193.81,Activo,43371,3,56,47,52,98,23,11,37,87,27,2,64,28,84,95,27,82,65,72,79,62,79,50,20,55,55,99,33,38,10,58,81,66,51,33,84,31,83,57,21,56,87,5
637,nombreA61,apellidoA61,45690,195.06,Activo,43372,79,59,8,31,35,64,8,17,53,63,48,22,71,73,41,56,40,26,76,31,29,71,78,36,10,46,14,29,60,55,29,82,55,70,56,9,40,29,28,84,12,41,50
638,nombreA62,apellidoA62,45718,196.31,Activo,43373,90,56,99,43,46,34,94,69,47,43,18,11,4,10,64,63,8,53,76,32,31,15,55,56,18,63,26,52,73,80,55,51,76,64,19,23,52,24,69,98,70,16,5
639,nombreA63,apellidoA63,45749,197.56,Activo,43374,52,83,49,53,35,35,80,63,1,64,92,13,46,54,71,13,27,64,46,93,92,30,79,82,60,46,69,17,60,18,74,22,50,19,52,52,93,9,85,51,60,40,28
640,nombreA64,apellidoA64,45779,198.81,Activo,43375,80,55,26,86,68,56,67,42,59,7,73,82,64,15,29,47,16,20,22,86,49,20,46,18,93,79,6,47,11,28,50,95,99,80,17,21,95,27,6,88,31,97,61
641,nombreA65,apellidoA65,45810,200.06,Activo,43376,64,23,41,45,67,7,26,91,66,19,8,96,88,11,27,28,99,31,19,55,99,60,67,71,14,66,89,32,79,25,20,25,14,13,62,97,33,47,35,57,90,57,76
642,nombreA66,apellidoA66,45840,201.31,Activo,43377,55,10,18,97,12,56,75,25,47,6,69,8,81,90,18,72,63,20,26,54,4,32,46,58,43,33,7,81,70,77,99,33,75,1,78,95,32,80,50,2,11,50,47
643,nombreA67,apellidoA67,45871,202.56,Activo,43378,80,97,90,48,90,30,87,55,31,31,66,8,1,65,90,20,3,76,16,79,80,33,91,6,39,28,17,9,99,44,80,98,76,23,37,38,27,0,22,37,77,69,77
644,nombreA68,apellidoA68,45902,203.81,Activo,43379,49,93,33,17,73,69,17,79,17,99,44,44,48,17,14,32,50,47,9,63,46,64,38,10,65,21,57,31,99,96,28,26,40,90,41,90,92,67,90,33,20,60,76
645,nombreA69,apellidoA69,45932,205.06,Activo,43380,37,37,23,26,55,51,39,10,89,63,0,85,97,33,94,83,49,91,88,2,8,58,67,90,21,73,67,77,10,58,21,57,5,42,72,77,10,63,99,22,70,1,40
646,nombreA70,apellidoA70,45963,206.31,Activo,43381,93,1,37,21,93,24,69,14,61,94,52,83,46,4,88,17,99,74,34,73,49,4,51,36,12,49,23,69,71,94,78,57,32,43,62,65,12,50,80,18,52,69,13
647,nombreA71,apellidoA71,45993,207.56,Activo,43382,43,56,31,39,30,38,93,80,86,69,5,97,90,5,80,99,20,31,92,2,97,9,21,39,18,28,18,88,61,92,35,92,47,0,1,91,8,43,7,0,51,52,40
648,nombreA72,apellidoA72,46024,208.81,Activo,43383,28,69,34,65,72,93,58,30,16,23,45,73,10,91,86,11,17,24,65,50,7,7,43,24,24,59,69,19,11,76,18,90,61,61,44,85,50,79,93,20,6,98,46
649,nombreA73,apellidoA73,46055,210.06,Activo,43384,51,92,99,47,43,50,23,42,39,85,2,60,1,40,63,6,23,43,56,39,82,6,15,19,56,33,83,32,55,53,76,28,16,39,46,76,75,72,83,97,7,55,90
650,nombreA74,apellidoA74,46083,211.31,Activo,43385,21,13,47,30,0,89,14,22,99,76,67,44,73,88,65,95,18,66,22,44,60,8,84,16,54,64,8,33,96,48,10,65,15,12,74,18,85,3,37,90,61,96,31
651,nombreA75,apellidoA75,46114,212.56,Activo,43386,73,35,14,75,97,15,23,79,93,12,29,60,15,75,77,43,90,6,91,60,96,50,38,82,25,79,92,25,11,56,45,80,88,99,88,43,48,55,93,82,79,86,80
652,nombreA76,apellidoA76,46144,213.81,Activo,43387,67,3,34,69,46,70,14,8,64,60,93,40,69,33,80,58,76,27,26,91,88,64,35,2,23,43,14,30,28,54,75,89,65,12,7,56,8,71,52,73,14,7,76
653,nombreA77,apellidoA77,46175,215.06,Activo,43388,95,34,57,4,56,58,49,51,85,21,76,32,40,45,7,33,21,7,99,36,47,35,15,44,24,66,79,64,74,61,55,79,29,48,34,91,25,88,46,49,92,89,24
654,nombreA78,apellidoA78,46205,216.31,Activo,43389,28,40,27,77,10,60,88,7,37,80,48,16,35,11,29,29,39,50,61,42,47,31,89,68,67,47,88,73,59,22,78,27,93,23,26,93,54,22,10,48,71,43,80
655,nombreA79,apellidoA79,46236,217.56,Activo,43390,22,28,26,98,13,51,0,74,46,50,1,65,68,63,27,5,20,43,35,68,91,64,73,41,9,17,53,67,12,28,88,61,52,62,88,33,92,62,19,95,28,45,57
656,nombreA80,apellidoA80,46267,218.81,Activo,43391,50,50,41,94,78,89,34,82,82,52,97,5,99,56,50,96,95,73,38,72,32,38,52,81,99,18,48,67,81,13,16,4,69,17,91,0,37,90,92,24,81,48,33
657,nombreA81,apellidoA81,46297,220.06,Activo,43392,71,54,59,32,12,85,86,29,1,90,77,95,65,92,93,81,21,30,23,48,62,89,68,15,14,97,15,17,32,40,68,1,27,98,14,89,97,61,28,5,90,76,52
658,nombreA82,apellidoA82,46328,221.31,Activo,43393,16,55,55,67,10,99,53,8,5,39,51,78,15,37,35,73,3,62,92,62,77,63,47,6,18,49,23,87,10,82,2,8,94,35,64,80,34,62,60,51,3,25,23
659,nombreA83,apellidoA83,46358,222.56,Activo,43394,13,55,21,22,13,32,93,46,38,43,68,65,79,76,80,5,35,69,60,22,59,3,43,85,80,69,66,34,55,38,0,26,25,6,29,3,88,10,41,69,13,69,46
660,nombreA84,apellidoA84,46389,223.81,Activo,43395,3,54,38,3,42,88,17,66,38,17,86,67,21,93,86,11,54,27,27,63,90,0,40,49,51,55,1,92,93,65,15,38,76,47,69,82,44,38,34,30,12,88,65
661,nombreA85,apellidoA85,46420,225.06,Activo,43396,84,60,62,81,95,71,27,86,37,35,51,7,12,70,45,43,62,79,64,90,93,3,51,9,99,42,27,88,52,14,9,54,10,26,1,55,47,15,1,95,34,71,7
662,nombreA86,apellidoA86,46448,226.31,Activo,43397,86,86,93,27,92,27,73,23,92,89,61,57,80,13,44,64,81,41,9,39,58,74,40,66,12,15,69,83,93,62,3,53,91,88,25,36,52,23,43,55,42,60,22
663,nombreA87,apellidoA87,46479,227.56,Activo,43398,90,90,83,69,29,98,98,75,85,63,96,74,58,28,51,48,15,85,18,56,39,80,98,53,32,95,19,95,6,69,87,68,24,58,10,9,6,39,59,52,15,86,14
664,nombreA88,apellidoA88,46509,228.81,Activo,43399,8,91,26,26,48,36,96,20,98,58,98,81,0,51,64,58,39,95,16,5,72,75,0,89,84,65,82,44,29,26,56,74,85,74,70,10,7,75,81,86,80,11,79
665,nombreA89,apellidoA89,46540,230.06,Activo,43400,2,10,46,39,33,70,78,99,56,7,18,87,95,19,62,27,64,50,29,13,38,48,87,80,98,0,58,76,85,29,32,78,86,23,48,40,66,12,59,75,34,75,7
666,nombreA90,apellidoA90,46570,231.31,Activo,43401,98,22,19,79,26,38,75,79,12,79,50,31,17,5,3,99,87,21,81,6,95,69,93,85,73,51,72,10,68,49,26,31,99,95,57,10,39,18,31,29,24,56,50
667,nombreA91,apellidoA91,46601,232.56,Activo,43402,54,28,24,28,65,70,65,40,52,99,41,47,63,45,17,68,61,51,79,36,30,57,26,42,71,12,0,88,73,73,27,37,95,94,83,24,27,20,45,50,7,94,31
668,nombreA92,apellidoA92,46632,233.81,Activo,43403,26,60,0,44,92,8,16,72,41,74,25,38,9,15,68,65,21,65,14,2,21,47,67,12,4,19,0,27,97,34,55,19,98,81,41,12,50,16,12,20,77,11,69
669,nombreA93,apellidoA93,46662,235.06,Activo,43404,78,57,96,48,59,52,36,83,42,82,77,49,32,7,63,79,86,32,44,18,2,56,83,26,84,84,45,93,88,15,69,94,42,48,65,98,4,53,14,53,81,69,31
670,nombreA94,apellidoA94,46693,236.31,Activo,43405,71,88,57,95,44,93,41,0,23,55,92,82,1,51,46,26,53,88,13,64,85,0,31,17,35,39,13,50,20,62,24,7,74,65,5,3,52,20,29,68,49,94,80
671,nombreA95,apellidoA95,46723,237.56,Activo,43406,57,53,43,64,48,6,94,8,78,72,89,53,88,56,80,52,57,37,6,97,94,13,6,26,50,59,43,85,72,50,26,81,72,51,38,16,49,1,27,99,65,93,52
672,nombreA96,apellidoA96,46754,238.81,Activo,43407,4,90,90,76,28,33,85,48,94,56,67,52,97,43,76,93,71,20,77,16,18,74,40,53,2,90,11,37,15,17,12,20,39,23,17,51,88,38,27,81,66,12,83
673,nombreA1,apellidoA1,43863,120.05,Activo,43408,50,70,39,65,88,69,10,3,16,49,55,57,98,30,60,80,45,46,23,66,19,78,12,55,41,93,95,25,31,21,14,66,51,6,91,46,20,16,44,16,81,39,20
674,nombreA2,apellidoA2,43892,121.33,Activo,43409,5,7,28,79,41,41,53,7,4,95,28,77,54,95,92,56,29,88,92,44,99,14,14,47,82,59,29,85,40,34,95,2,37,33,54,42,79,12,35,68,75,85,33
675,nombreA3,apellidoA3,43923,122.55,Activo,43410,88,76,26,42,17,0,25,72,17,40,42,4,76,73,46,42,37,80,19,66,27,2,18,41,63,15,28,2,70,76,28,62,56,86,52,13,16,77,28,40,29,81,34
676,nombreA4,apellidoA4,43953,123.81,Activo,43411,26,96,73,6,49,61,3,35,33,17,37,50,75,43,16,39,4,83,14,57,82,99,44,86,77,39,69,69,95,67,26,78,71,87,16,34,34,70,34,60,58,93,65
677,nombreA5,apellidoA5,43984,125.06,Activo,43412,71,35,64,3,30,28,77,72,92,45,97,74,0,49,49,45,69,95,38,13,17,16,95,41,39,60,39,15,5,30,12,84,66,93,89,36,88,35,99,81,84,80,11
678,nombreA6,apellidoA6,44014,126.31,Activo,43413,36,64,59,77,31,28,97,10,22,32,77,85,84,70,57,2,70,78,63,82,18,40,44,13,55,88,70,11,45,92,77,72,69,49,28,46,55,90,11,57,58,89,69
679,nombreA7,apellidoA7,44045,127.56,Activo,43414,37,73,18,93,69,52,78,37,82,17,25,47,76,23,72,75,79,60,62,61,14,74,67,83,97,91,56,5,44,5,46,50,84,98,51,36,68,16,94,14,57,99,52
680,nombreA8,apellidoA8,44076,128.81,Activo,43415,81,18,63,84,90,0,20,66,79,52,45,95,79,40,1,33,20,91,13,21,62,25,87,39,93,66,59,44,70,12,19,52,85,25,79,84,3,89,17,43,18,90,11
681,nombreA9,apellidoA9,44106,130.06,Activo,43416,13,39,11,89,64,63,2,92,70,33,17,44,38,42,91,57,77,29,31,4,8,86,65,76,38,89,60,10,37,99,70,86,76,42,60,33,81,21,81,30,14,32,20
682,nombreA10,apellidoA10,44137,131.31,Activo,43417,23,40,69,95,99,81,0,68,55,66,19,58,96,57,76,36,2,0,12,41,76,0,73,90,50,21,13,38,7,81,39,6,31,87,35,9,79,69,32,47,64,31,65
683,nombreA11,apellidoA11,44167,132.56,Activo,43418,14,10,67,71,60,2,31,30,78,13,57,98,99,41,97,16,62,9,40,72,90,94,4,75,48,80,80,82,56,45,78,10,32,44,1,57,64,10,67,23,2,57,68
684,nombreA12,apellidoA12,44198,133.81,Activo,43419,29,33,73,32,36,78,82,30,6,61,31,66,22,91,72,48,14,26,12,55,61,95,2,29,49,60,99,58,21,67,60,47,51,44,68,14,9,75,26,63,89,10,86
685,nombreA13,apellidoA13,44229,135.06,Activo,43420,37,86,21,7,4,6,72,78,59,26,89,55,5,24,85,51,70,5,41,60,35,65,18,78,97,20,50,13,74,65,95,86,7,47,10,47,87,36,90,93,75,1,62
686,nombreA14,apellidoA14,44257,136.31,Activo,43421,77,37,96,3,45,73,33,21,46,34,15,8,23,97,93,2,88,51,90,34,28,90,59,12,74,55,83,4,93,61,24,39,61,74,85,59,65,33,14,76,67,48,23
687,nombreA15,apellidoA15,44288,137.56,Activo,43422,83,35,2,99,76,57,26,9,51,81,44,63,93,74,60,23,7,61,68,74,18,31,55,24,38,90,59,28,78,77,67,53,28,0,48,86,88,15,97,19,12,48,41
688,nombreA16,apellidoA16,44318,138.81,Activo,43423,97,63,22,38,65,60,2,88,30,5,42,24,66,55,0,44,77,1,77,28,58,86,88,2,17,1,33,82,22,96,10,56,17,86,12,42,37,42,38,88,93,73,79
689,nombreA17,apellidoA17,44349,140.06,Activo,43424,55,52,58,32,64,42,14,36,95,39,3,40,52,28,65,76,30,0,40,81,59,44,14,82,21,37,94,47,19,4,7,95,29,5,6,24,39,15,26,30,41,42,3
690,nombreA18,apellidoA18,44379,141.31,Activo,43425,65,5,98,17,70,13,22,14,11,15,24,42,63,95,16,51,56,83,78,32,21,8,89,29,90,74,84,81,85,19,98,69,30,40,81,53,90,70,20,70,35,74,56
691,nombreA19,apellidoA19,44410,142.56,Activo,43426,32,45,13,39,62,58,92,67,84,28,61,64,88,43,2,17,59,46,37,43,33,55,94,54,34,73,93,66,64,86,86,0,93,1,45,65,24,84,52,81,61,2,22
692,nombreA20,apellidoA20,44441,143.81,Activo,43427,9,36,92,73,18,95,16,22,71,25,43,14,43,90,97,8,63,19,80,68,74,39,50,57,80,39,0,17,81,10,63,34,67,71,63,99,4,25,6,88,54,72,5
693,nombreA21,apellidoA21,44471,145.06,Activo,43428,19,44,70,95,34,72,55,75,86,83,38,49,67,16,26,86,11,98,0,14,92,75,19,93,57,27,95,37,0,83,54,99,98,73,20,57,42,52,28,96,71,9,4
694,nombreA22,apellidoA22,44502,146.31,Activo,43429,60,97,39,51,86,89,94,56,34,94,93,52,45,82,96,8,30,31,68,9,18,78,12,64,11,72,17,94,22,31,38,76,15,29,10,91,88,7,64,89,95,18,71
695,nombreA23,apellidoA23,44532,147.56,Activo,43430,75,99,98,74,11,68,3,16,16,41,98,75,44,52,57,33,20,83,57,43,46,57,23,72,17,21,9,10,98,50,32,96,30,26,64,79,70,62,9,42,57,55,56
696,nombreA24,apellidoA24,44563,148.81,Activo,43431,75,47,14,86,3,44,86,55,59,33,6,77,87,56,26,26,89,25,51,85,25,14,43,68,27,98,13,42,88,6,75,36,98,74,85,72,96,63,52,84,39,68,44
697,nombreA25,apellidoA25,44594,150.06,Activo,43432,99,20,29,82,80,54,97,0,55,92,33,52,99,81,68,33,78,24,65,34,90,1,4,54,87,98,21,55,51,55,18,65,39,41,8,40,96,77,47,8,24,97,86
698,nombreA26,apellidoA26,44622,151.31,Activo,43433,43,18,76,88,69,22,53,40,19,32,62,95,56,80,61,6,59,71,34,67,52,80,81,27,61,89,74,69,2,36,0,21,9,29,60,72,60,8,15,60,60,64,13
699,nombreA27,apellidoA27,44653,152.56,Activo,43434,73,80,23,13,44,90,60,88,34,45,46,79,22,37,17,32,2,91,45,5,95,66,93,79,77,8,43,12,80,10,21,86,30,31,6,60,20,64,67,11,25,59,11
700,nombreA28,apellidoA28,44683,153.81,Activo,43435,70,13,14,32,63,77,46,77,60,1,7,92,79,55,66,62,92,62,47,8,6,95,43,28,10,61,36,15,55,96,1,34,22,93,78,48,70,10,87,12,21,58,52
701,nombreA29,apellidoA29,44714,155.06,Activo,43436,89,10,50,50,46,29,86,43,97,12,77,43,52,2,84,28,98,15,84,19,78,87,23,80,59,84,44,9,64,68,57,64,42,27,76,56,98,64,10,48,44,30,30
702,nombreA30,apellidoA30,44744,156.31,Activo,43437,18,69,28,31,2,41,87,86,9,17,5,5,2,59,0,82,0,18,12,51,46,44,77,70,12,95,25,86,36,87,57,10,95,41,1,13,17,29,45,52,70,79,97
703,nombreA31,apellidoA31,44775,157.56,Activo,43438,59,64,61,40,80,75,61,8,8,19,24,56,95,44,9,7,92,10,81,73,54,17,15,64,99,89,64,37,30,88,26,89,77,96,14,46,93,7,92,27,78,57,67
704,nombreA32,apellidoA32,44806,158.81,Activo,43439,64,32,20,13,52,63,29,88,55,72,92,84,25,51,30,35,19,85,80,88,89,99,87,39,67,42,37,10,23,20,38,43,84,50,53,64,32,25,85,56,2,56,37
705,nombreA33,apellidoA33,44836,160.06,Activo,43440,13,97,82,55,55,38,67,34,3,19,27,85,0,23,68,50,93,40,21,5,52,72,62,10,84,85,31,7,66,88,89,95,30,44,82,24,74,22,50,96,13,20,57
706,nombreA34,apellidoA34,44867,161.31,Activo,43441,72,72,95,13,23,35,3,73,10,41,63,25,94,76,40,1,1,30,21,13,11,87,32,74,21,82,29,44,10,43,9,13,28,69,91,95,77,98,19,78,92,71,36
707,nombreA35,apellidoA35,44897,162.56,Activo,43442,87,95,81,48,35,87,38,84,50,92,92,3,31,81,54,32,17,31,8,66,67,19,4,38,39,4,5,63,13,22,29,18,92,47,4,1,16,2,70,64,65,64,13
708,nombreA36,apellidoA36,44928,163.81,Activo,43443,15,94,76,5,76,34,82,98,33,23,78,27,46,19,72,75,83,6,89,62,60,39,4,84,66,93,61,69,87,8,78,39,17,74,88,7,52,91,64,20,53,23,28
709,nombreA37,apellidoA37,44959,165.06,Activo,43444,5,81,77,93,67,14,95,2,37,7,88,48,70,49,50,62,42,35,59,37,49,56,28,53,76,67,62,63,84,69,41,13,45,37,28,36,90,0,7,17,27,71,60
710,nombreA38,apellidoA38,44987,166.31,Activo,43445,64,7,49,45,66,88,43,38,40,95,95,63,28,31,1,73,58,16,7,84,99,93,37,85,44,19,11,17,66,27,53,28,49,20,98,28,4,25,66,41,92,74,42
711,nombreA39,apellidoA39,45018,167.56,Activo,43446,76,76,14,13,62,69,15,20,14,76,16,2,23,95,11,77,5,97,22,13,96,25,16,96,83,87,29,47,87,79,79,94,27,55,57,42,44,52,6,46,24,96,2
712,nombreA40,apellidoA40,45048,168.81,Activo,43447,55,9,41,35,20,55,81,68,20,29,64,8,95,77,39,95,15,33,4,90,24,32,42,0,80,68,75,51,95,53,90,19,58,70,86,22,27,36,25,1,13,96,39
713,nombreA41,apellidoA41,45079,170.06,Activo,43448,13,76,47,74,50,33,35,63,17,32,49,28,98,78,33,48,41,74,33,72,28,73,15,82,96,42,17,18,49,77,98,39,86,3,33,64,26,35,21,87,68,22,35
714,nombreA42,apellidoA42,45109,171.31,Activo,43449,49,93,94,54,35,1,58,49,34,12,77,29,86,70,43,37,46,21,25,61,76,24,53,7,32,57,38,83,7,39,83,67,18,86,26,11,57,13,82,85,40,36,93
715,nombreA43,apellidoA43,45140,172.56,Activo,43450,87,69,41,57,81,34,36,3,52,23,7,60,20,33,99,74,94,42,39,76,53,93,30,92,71,98,5,67,27,73,80,27,59,63,33,44,31,18,45,52,62,40,77
